user_id,product_id,category,price,rating,timestamp,purchase_count,view_count,user_age,user_gender,customer_name
220,186,Electronics,328.74,3.9,2024-05-10 10:38:50.320738,2,25,51,Female,Suresh Nair
669,354,Sports,174.1,1.1,2024-07-17 10:38:50.320746,9,44,20,Male,Vikram Gupta
648,461,Beauty,90.77,3.3,2024-04-08 10:38:50.320752,8,10,28,Female,Sneha Reddy
256,305,Books,325.11,4.5,2024-08-14 10:38:50.320758,0,48,35,Other,Sneha Patel
669,211,Clothing,366.85,2.1,2025-02-11 10:38:50.320765,10,48,36,Male,Vikram Gupta
719,418,Books,38.5,1.3,2025-02-16 10:38:50.320772,10,38,53,Female,Pooja Reddy
348,152,Clothing,148.81,2.4,2025-02-14 10:38:50.320778,0,14,23,Male,Sneha Bose
699,488,Electronics,331.64,4.1,2024-03-08 10:38:50.320784,3,29,21,Other,Deepika Iyer
760,303,Clothing,58.08,3.3,2024-09-05 10:38:50.320790,8,25,35,Other,Vikram Gupta
513,26,Books,418.44,2.1,2024-02-28 10:38:50.320797,3,4,36,Other,Ananya Patel
592,115,Clothing,272.94,3.9,2024-06-30 10:38:50.320803,7,38,27,Female,Suresh Reddy
754,52,Home Decor,346.08,4.5,2024-05-08 10:38:50.320810,5,24,24,Other,Sneha Bose
348,365,Beauty,265.45,4.7,2024-05-23 10:38:50.320816,2,49,53,Male,Sneha Bose
535,498,Books,5.14,3.5,2024-11-21 10:38:50.320822,10,46,48,Female,Suresh Nair
231,493,Electronics,175.2,1.3,2024-12-09 10:38:50.320828,1,49,44,Male,Sneha Verma
553,335,Electronics,418.61,1.8,2024-11-22 10:38:50.320834,1,35,33,Other,Sneha Das
644,328,Books,158.85,4.8,2025-02-22 10:38:50.320845,1,48,28,Female,Amit Nair
793,446,Books,116.71,2.9,2024-12-04 10:38:50.320852,9,40,22,Other,Kiran Das
220,392,Home Decor,429.26,2.7,2024-03-04 10:38:50.320859,2,49,29,Other,Suresh Nair
891,87,Beauty,309.39,2.8,2024-10-30 10:38:50.320886,5,17,49,Other,Kiran Sharma
430,54,Beauty,18.22,2.9,2024-10-30 10:38:50.320893,3,18,23,Male,Ananya Sharma
390,437,Books,471.49,2.8,2025-02-12 10:38:50.320899,9,27,36,Male,Suresh Das
215,234,Home Decor,172.21,4.5,2024-06-28 10:38:50.320906,5,25,28,Male,Rahul Iyer
42,220,Beauty,129.22,4.3,2024-03-06 10:38:50.320913,4,11,33,Male,Kiran Nair
711,346,Books,319.57,3.2,2024-10-29 10:38:50.320919,10,37,59,Male,Deepika Reddy
729,406,Home Decor,351.82,4.6,2025-02-14 10:38:50.320926,2,21,19,Male,Priya Patel
317,299,Beauty,387.45,4.8,2024-04-18 10:38:50.320932,0,23,49,Other,Deepika Singh
312,485,Sports,469.12,4.3,2024-10-23 10:38:50.320941,1,17,46,Male,Kiran Iyer
527,139,Home Decor,242.79,2.6,2025-01-23 10:38:50.320947,4,13,19,Female,Vikram Patel
484,229,Home Decor,127.33,4.5,2025-01-16 10:38:50.320954,10,22,31,Male,Suresh Singh
699,210,Home Decor,485.12,4.8,2024-09-28 10:38:50.320962,4,1,26,Male,Deepika Iyer
863,337,Electronics,168.8,3.1,2024-11-24 10:38:50.320968,8,7,44,Female,Kiran Verma
59,404,Sports,252.76,1.1,2024-04-10 10:38:50.320974,8,24,58,Other,Sneha Iyer
314,7,Sports,344.08,3.5,2025-02-21 10:38:50.320980,0,37,19,Other,Kiran Sharma
72,98,Home Decor,361.61,4.9,2024-11-28 10:38:50.320987,8,46,58,Other,Priya Gupta
512,390,Beauty,409.26,2.1,2024-06-14 10:38:50.320993,0,1,20,Female,Rahul Gupta
135,118,Beauty,478.92,3.9,2024-04-03 10:38:50.320999,5,50,39,Male,Priya Sharma
808,301,Clothing,398.87,4.7,2024-07-27 10:38:50.321005,10,6,58,Other,Priya Singh
642,169,Beauty,158.68,3.1,2024-09-23 10:38:50.321012,2,25,53,Female,Deepika Gupta
806,153,Clothing,272.51,4.0,2024-06-06 10:38:50.321019,10,21,54,Other,Rahul Nair
912,107,Home Decor,147.6,3.9,2024-05-16 10:38:50.321027,5,50,52,Other,Sneha Reddy
552,2,Clothing,297.77,4.2,2024-05-03 10:38:50.321033,0,39,24,Other,Amit Das
235,344,Books,22.92,4.1,2024-03-28 10:38:50.321040,8,37,54,Other,Amit Patel
552,231,Clothing,330.38,2.0,2024-07-01 10:38:50.321046,5,36,58,Male,Amit Das
416,425,Sports,205.93,2.7,2025-02-02 10:38:50.321052,4,36,57,Male,Ananya Iyer
131,109,Beauty,380.09,1.3,2025-01-23 10:38:50.321058,5,4,43,Female,Amit Verma
410,353,Clothing,425.68,2.7,2024-04-16 10:38:50.321065,2,6,19,Female,Sneha Verma
712,253,Books,129.22,3.6,2024-11-30 10:38:50.321071,2,43,24,Female,Priya Reddy
485,131,Home Decor,219.76,2.8,2024-06-07 10:38:50.321077,8,22,52,Other,Deepika Gupta
776,243,Home Decor,408.83,2.6,2024-11-08 10:38:50.321084,2,28,48,Other,Ananya Verma
617,6,Home Decor,451.1,2.7,2025-01-31 10:38:50.321090,0,1,55,Male,Pooja Sharma
59,141,Home Decor,20.05,2.2,2025-01-16 10:38:50.321096,10,14,48,Other,Sneha Iyer
387,365,Books,463.78,4.9,2024-07-18 10:38:50.321102,3,44,54,Other,Rahul Reddy
136,350,Electronics,177.57,2.0,2024-10-12 10:38:50.321108,3,39,18,Other,Suresh Iyer
101,344,Sports,87.75,4.5,2024-10-28 10:38:50.321114,2,7,57,Other,Ananya Singh
937,232,Sports,206.49,1.4,2024-12-26 10:38:50.321121,9,8,55,Male,Ananya Singh
882,346,Books,226.73,1.9,2024-10-10 10:38:50.321127,6,22,46,Other,Amit Patel
677,3,Sports,103.78,1.5,2024-10-26 10:38:50.321133,2,30,36,Female,Kiran Verma
116,85,Electronics,166.77,1.4,2024-07-11 10:38:50.321139,1,2,57,Male,Vikram Singh
870,137,Sports,125.55,3.9,2024-12-18 10:38:50.321145,2,6,36,Other,Priya Iyer
40,285,Books,330.97,1.4,2024-04-21 10:38:50.321152,6,29,34,Male,Rahul Iyer
546,163,Beauty,130.25,3.6,2024-07-07 10:38:50.321158,9,48,38,Male,Rahul Sharma
252,483,Clothing,414.38,1.2,2024-05-12 10:38:50.321165,1,16,48,Female,Vikram Sharma
500,26,Clothing,262.04,3.8,2024-12-14 10:38:50.321171,3,48,28,Male,Amit Iyer
369,269,Electronics,421.1,3.6,2024-12-26 10:38:50.321177,1,30,49,Female,Pooja Sharma
828,192,Beauty,226.35,2.9,2024-12-20 10:38:50.321183,3,25,23,Female,Kiran Gupta
261,482,Home Decor,94.98,4.6,2024-07-08 10:38:50.321190,0,8,26,Male,Kiran Nair
105,349,Beauty,436.63,1.3,2024-09-04 10:38:50.321196,2,18,49,Female,Kiran Sharma
39,190,Home Decor,415.84,4.5,2024-11-08 10:38:50.321202,10,44,48,Male,Suresh Verma
314,278,Electronics,314.56,1.9,2024-07-06 10:38:50.321208,5,31,60,Female,Kiran Sharma
920,70,Electronics,432.24,4.6,2024-08-02 10:38:50.321214,9,24,22,Other,Suresh Iyer
523,456,Home Decor,339.45,2.6,2024-09-17 10:38:50.321225,0,41,47,Other,Rahul Nair
5,214,Electronics,371.85,4.5,2024-04-21 10:38:50.321231,1,15,22,Other,Pooja Nair
934,182,Clothing,74.45,2.3,2024-04-30 10:38:50.321240,7,14,36,Other,Sneha Singh
971,104,Books,171.21,5.0,2024-07-09 10:38:50.321246,0,29,19,Other,Deepika Das
983,368,Clothing,135.61,2.0,2024-08-28 10:38:50.321253,7,24,51,Female,Vikram Bose
127,259,Clothing,373.1,4.8,2024-08-10 10:38:50.321259,3,30,30,Other,Vikram Gupta
966,348,Sports,277.14,1.3,2025-02-01 10:38:50.321266,2,39,59,Male,Deepika Iyer
354,144,Sports,95.07,4.5,2024-07-13 10:38:50.321272,8,43,29,Female,Ananya Singh
816,132,Books,70.48,2.4,2024-12-25 10:38:50.321278,6,10,38,Female,Suresh Reddy
485,500,Sports,84.83,1.5,2025-01-20 10:38:50.321287,10,5,39,Female,Deepika Gupta
77,189,Clothing,418.87,4.3,2024-07-10 10:38:50.321293,2,10,30,Female,Priya Bose
323,240,Electronics,493.68,3.3,2024-11-15 10:38:50.321301,9,44,40,Female,Vikram Iyer
88,297,Books,200.25,3.3,2025-01-04 10:38:50.321307,8,15,47,Other,Sneha Bose
288,172,Clothing,80.02,4.0,2025-01-25 10:38:50.321313,2,21,46,Other,Pooja Das
391,339,Electronics,200.44,3.0,2024-07-26 10:38:50.321320,10,26,60,Other,Kiran Gupta
490,339,Electronics,13.61,4.6,2024-05-17 10:38:50.321326,9,25,42,Female,Deepika Patel
197,208,Books,35.91,1.9,2024-03-19 10:38:50.321332,4,23,41,Other,Suresh Gupta
405,153,Books,204.78,3.8,2024-03-06 10:38:50.321338,0,44,38,Male,Rahul Sharma
595,84,Beauty,309.31,4.9,2024-09-09 10:38:50.321345,4,33,31,Male,Sneha Iyer
10,273,Clothing,134.79,3.3,2024-11-27 10:38:50.321351,6,5,27,Male,Rahul Iyer
955,208,Sports,84.24,3.4,2024-08-30 10:38:50.321358,9,5,28,Female,Kiran Nair
66,136,Clothing,134.2,3.4,2024-04-28 10:38:50.321365,9,26,38,Female,Pooja Patel
423,404,Clothing,172.8,4.1,2025-02-17 10:38:50.321371,9,35,21,Male,Deepika Gupta
396,215,Books,27.57,2.5,2024-11-23 10:38:50.321377,7,24,20,Male,Vikram Singh
398,243,Home Decor,423.21,3.9,2024-12-23 10:38:50.321383,0,49,56,Other,Deepika Verma
105,24,Sports,151.18,2.0,2024-09-06 10:38:50.321389,10,20,51,Female,Kiran Sharma
756,130,Clothing,279.55,4.7,2024-06-15 10:38:50.321395,8,46,49,Male,Vikram Gupta
471,361,Electronics,123.51,1.5,2024-05-11 10:38:50.321401,1,9,35,Other,Priya Verma
175,183,Clothing,414.75,3.3,2024-07-15 10:38:50.321407,0,48,28,Other,Ananya Reddy
31,485,Sports,72.66,3.6,2025-01-26 10:38:50.321413,3,21,39,Male,Ananya Nair
177,397,Books,351.88,4.0,2024-11-09 10:38:50.321419,1,5,57,Other,Suresh Iyer
444,11,Sports,71.38,4.1,2024-10-13 10:38:50.321427,3,26,51,Male,Suresh Reddy
200,228,Beauty,89.06,1.0,2024-08-05 10:38:50.321434,6,48,18,Female,Amit Bose
497,287,Beauty,477.85,4.9,2024-03-25 10:38:50.321441,2,9,33,Male,Kiran Iyer
868,351,Clothing,43.11,3.2,2024-07-02 10:38:50.321447,9,8,41,Other,Suresh Verma
440,389,Home Decor,312.09,2.1,2024-09-30 10:38:50.321454,7,15,52,Male,Priya Reddy
812,477,Clothing,309.42,3.8,2025-02-06 10:38:50.321460,2,9,24,Other,Kiran Patel
320,174,Home Decor,11.78,1.3,2025-02-21 10:38:50.321466,0,48,35,Male,Deepika Verma
651,68,Books,123.83,1.8,2024-07-30 10:38:50.321472,5,9,51,Other,Sneha Singh
139,459,Electronics,337.39,2.1,2025-02-05 10:38:50.321478,6,19,60,Other,Deepika Verma
164,39,Beauty,448.59,3.7,2025-02-16 10:38:50.321484,6,17,36,Male,Priya Das
849,390,Electronics,389.03,3.7,2024-05-29 10:38:50.321491,9,10,59,Other,Vikram Verma
272,495,Sports,101.48,3.2,2024-08-02 10:38:50.321497,5,41,36,Male,Kiran Reddy
688,239,Electronics,102.77,1.3,2024-07-03 10:38:50.321503,9,1,20,Other,Ananya Singh
129,443,Sports,123.1,3.0,2024-05-10 10:38:50.321509,5,40,26,Other,Priya Patel
147,430,Electronics,97.25,4.8,2024-11-25 10:38:50.321515,9,10,30,Other,Deepika Gupta
907,374,Home Decor,163.12,2.8,2024-10-20 10:38:50.321522,2,37,50,Other,Ananya Verma
117,184,Sports,125.58,4.7,2024-10-17 10:38:50.321528,7,2,25,Other,Ananya Das
594,148,Beauty,384.1,4.0,2024-10-15 10:38:50.321534,6,23,53,Female,Priya Nair
660,353,Books,198.69,4.3,2024-07-18 10:38:50.321541,1,26,58,Female,Sneha Nair
3,496,Clothing,48.01,3.8,2025-01-11 10:38:50.321547,2,21,47,Other,Deepika Nair
310,49,Beauty,91.12,2.5,2025-01-25 10:38:50.321556,4,9,51,Other,Ananya Das
444,88,Clothing,229.9,4.4,2024-08-15 10:38:50.321562,3,40,41,Female,Suresh Reddy
103,460,Home Decor,280.35,2.3,2025-02-09 10:38:50.321568,1,46,60,Female,Sneha Singh
100,429,Sports,222.53,5.0,2024-03-12 10:38:50.321578,7,44,49,Female,Priya Das
131,140,Sports,179.17,1.3,2024-03-17 10:38:50.321590,1,17,30,Female,Amit Verma
499,141,Clothing,49.91,4.6,2024-06-20 10:38:50.321597,5,21,51,Male,Pooja Iyer
548,230,Sports,44.67,4.0,2024-06-30 10:38:50.321603,10,18,40,Male,Suresh Bose
716,253,Clothing,275.35,1.8,2025-01-30 10:38:50.321609,5,36,21,Male,Kiran Nair
563,310,Electronics,43.09,3.3,2024-07-11 10:38:50.321615,0,38,28,Female,Pooja Gupta
787,185,Clothing,247.34,4.4,2024-02-27 10:38:50.321621,10,15,31,Female,Suresh Patel
237,293,Books,139.94,2.8,2025-01-29 10:38:50.321627,3,36,37,Male,Sneha Patel
213,142,Clothing,229.64,1.9,2024-07-14 10:38:50.321634,2,33,27,Other,Priya Singh
880,346,Clothing,250.25,1.4,2024-05-27 10:38:50.321640,6,8,24,Other,Deepika Patel
924,404,Home Decor,266.33,2.3,2024-10-26 10:38:50.321646,10,31,19,Male,Sneha Sharma
507,313,Sports,252.45,3.2,2024-10-04 10:38:50.321653,3,26,39,Male,Rahul Bose
483,487,Books,262.31,4.9,2024-11-03 10:38:50.321659,1,28,56,Male,Priya Singh
598,16,Beauty,105.37,4.8,2024-07-07 10:38:50.321665,4,49,33,Other,Deepika Sharma
542,60,Electronics,486.26,1.4,2024-11-06 10:38:50.321671,0,32,25,Female,Suresh Nair
819,152,Clothing,28.42,4.6,2024-07-11 10:38:50.321677,0,19,35,Female,Priya Singh
670,71,Beauty,420.5,4.4,2024-11-12 10:38:50.321684,10,36,40,Male,Sneha Reddy
91,141,Electronics,301.52,3.1,2024-03-22 10:38:50.321690,2,26,40,Female,Deepika Iyer
211,255,Books,100.28,4.8,2024-06-24 10:38:50.321697,0,27,51,Male,Pooja Das
787,327,Home Decor,330.23,1.0,2025-01-04 10:38:50.321703,5,44,39,Other,Suresh Patel
569,174,Home Decor,151.21,4.0,2024-06-18 10:38:50.321710,8,4,41,Female,Sneha Nair
369,469,Beauty,208.8,1.4,2024-10-26 10:38:50.321716,2,44,59,Female,Pooja Sharma
5,126,Clothing,218.42,4.8,2024-05-28 10:38:50.321723,3,6,25,Other,Pooja Nair
659,336,Sports,52.3,3.0,2025-01-03 10:38:50.321730,5,28,55,Other,Kiran Verma
801,26,Beauty,498.58,4.3,2025-01-29 10:38:50.321736,2,35,23,Other,Priya Verma
127,301,Home Decor,216.22,1.9,2024-12-06 10:38:50.321742,6,24,26,Other,Vikram Gupta
281,142,Clothing,63.12,3.7,2024-12-05 10:38:50.321749,4,27,24,Male,Suresh Sharma
76,413,Home Decor,291.87,1.1,2024-04-13 10:38:50.321755,2,22,34,Other,Priya Reddy
28,414,Sports,74.66,1.8,2024-09-03 10:38:50.321761,1,34,56,Other,Vikram Reddy
973,348,Clothing,161.29,4.0,2024-05-10 10:38:50.321770,4,43,52,Male,Rahul Sharma
235,372,Beauty,31.11,2.9,2025-02-10 10:38:50.321776,6,23,20,Male,Amit Patel
477,452,Books,225.46,1.1,2024-04-10 10:38:50.321783,9,11,28,Male,Amit Verma
86,423,Home Decor,282.83,4.3,2024-09-20 10:38:50.321790,6,41,56,Male,Suresh Patel
121,233,Electronics,341.62,3.7,2024-12-06 10:38:50.321796,3,20,49,Male,Priya Patel
678,272,Sports,468.06,4.2,2024-03-15 10:38:50.321802,3,30,31,Male,Deepika Nair
306,199,Sports,410.17,1.3,2024-10-26 10:38:50.321809,0,11,43,Other,Priya Sharma
893,182,Home Decor,354.19,1.9,2024-03-02 10:38:50.321815,5,31,44,Other,Kiran Patel
849,365,Sports,181.76,1.8,2024-11-21 10:38:50.321823,0,37,49,Male,Vikram Verma
198,143,Electronics,268.95,1.3,2024-12-11 10:38:50.321830,5,12,50,Male,Pooja Reddy
696,126,Sports,73.34,3.3,2024-10-19 10:38:50.321837,3,25,29,Male,Kiran Verma
610,359,Sports,16.57,4.0,2025-02-15 10:38:50.321843,5,22,48,Female,Pooja Gupta
964,214,Sports,444.83,2.5,2024-08-18 10:38:50.321849,10,11,43,Other,Sneha Gupta
355,400,Sports,57.82,4.4,2025-02-02 10:38:50.321857,0,2,31,Male,Kiran Bose
789,451,Home Decor,41.49,1.0,2024-04-04 10:38:50.321864,5,4,26,Female,Pooja Sharma
217,434,Electronics,176.31,1.4,2025-01-27 10:38:50.321871,3,33,19,Female,Sneha Das
553,176,Clothing,460.76,2.4,2024-07-21 10:38:50.321877,2,42,42,Other,Sneha Das
842,476,Electronics,230.21,4.1,2024-03-23 10:38:50.321884,9,15,32,Other,Kiran Patel
145,188,Home Decor,330.04,4.1,2024-07-12 10:38:50.321890,3,18,55,Female,Suresh Reddy
972,111,Electronics,343.18,2.3,2025-01-11 10:38:50.321897,2,31,60,Male,Ananya Nair
780,106,Beauty,106.72,1.6,2024-04-18 10:38:50.321904,8,39,39,Female,Pooja Patel
690,245,Books,398.39,4.9,2024-06-28 10:38:50.321913,10,34,24,Female,Sneha Nair
779,41,Beauty,398.78,2.7,2024-03-18 10:38:50.321921,6,33,47,Female,Deepika Singh
533,40,Clothing,112.52,1.1,2024-12-22 10:38:50.321927,0,9,20,Female,Sneha Iyer
552,78,Clothing,385.3,3.2,2024-11-26 10:38:50.321933,7,20,21,Other,Amit Das
34,496,Books,19.79,2.4,2024-07-31 10:38:50.321941,1,28,37,Other,Kiran Reddy
317,18,Home Decor,389.33,2.7,2024-04-21 10:38:50.321947,3,30,22,Female,Deepika Singh
623,252,Home Decor,199.54,4.5,2024-05-05 10:38:50.321960,6,1,48,Female,Deepika Nair
635,54,Books,293.05,4.5,2024-04-14 10:38:50.321967,10,4,19,Female,Suresh Bose
963,348,Books,353.4,2.9,2024-08-29 10:38:50.321973,8,50,35,Other,Pooja Nair
653,279,Books,147.39,2.0,2024-11-14 10:38:50.321981,9,44,31,Other,Suresh Bose
398,42,Clothing,41.0,4.3,2024-09-15 10:38:50.321987,4,23,48,Other,Deepika Verma
951,93,Books,23.63,2.8,2024-12-01 10:38:50.322004,6,45,44,Male,Vikram Bose
482,234,Sports,469.9,1.8,2024-08-24 10:38:50.322011,4,27,27,Other,Kiran Iyer
358,346,Books,224.21,4.0,2024-10-11 10:38:50.322020,3,6,58,Other,Deepika Bose
561,311,Clothing,91.78,1.1,2024-04-13 10:38:50.322027,6,39,44,Female,Pooja Bose
114,450,Sports,33.49,2.1,2024-08-25 10:38:50.322034,10,4,36,Male,Deepika Verma
575,308,Electronics,66.31,3.8,2024-10-12 10:38:50.322041,9,40,48,Male,Suresh Gupta
971,323,Home Decor,410.23,3.0,2024-12-07 10:38:50.322047,2,11,49,Female,Deepika Das
11,19,Books,127.75,1.2,2024-12-07 10:38:50.322054,1,47,49,Other,Kiran Nair
44,230,Home Decor,399.02,2.6,2025-01-15 10:38:50.322061,10,5,46,Male,Kiran Sharma
803,454,Sports,11.17,4.6,2024-03-29 10:38:50.322068,9,10,32,Other,Deepika Das
18,499,Electronics,404.98,4.4,2025-01-10 10:38:50.322075,8,16,55,Other,Rahul Sharma
535,237,Sports,213.99,3.3,2025-01-22 10:38:50.322082,0,47,27,Male,Suresh Nair
383,253,Sports,341.26,3.0,2025-01-20 10:38:50.322090,10,43,58,Male,Priya Nair
799,424,Books,295.25,3.9,2024-03-25 10:38:50.322097,10,18,52,Male,Suresh Reddy
921,292,Home Decor,366.55,2.8,2024-12-26 10:38:50.322105,2,34,20,Male,Vikram Nair
300,311,Electronics,296.72,3.0,2024-03-25 10:38:50.322116,6,32,33,Female,Ananya Gupta
772,136,Books,338.07,3.3,2024-12-28 10:38:50.322123,2,14,37,Female,Suresh Bose
79,366,Books,110.56,1.2,2024-06-05 10:38:50.322129,6,19,32,Female,Suresh Nair
467,377,Books,289.74,3.6,2025-02-22 10:38:50.322136,5,19,30,Other,Amit Bose
761,485,Books,129.28,3.9,2024-07-26 10:38:50.322145,10,43,27,Male,Pooja Bose
314,291,Books,328.55,1.1,2024-05-14 10:38:50.322155,2,34,21,Other,Kiran Sharma
630,480,Beauty,28.82,1.9,2024-03-25 10:38:50.322171,3,36,23,Other,Priya Bose
402,490,Electronics,481.41,3.9,2024-05-18 10:38:50.322181,5,11,49,Female,Pooja Verma
226,151,Home Decor,486.94,2.3,2024-10-21 10:38:50.322195,4,26,33,Male,Amit Bose
709,336,Sports,109.3,4.9,2024-07-29 10:38:50.322207,3,39,56,Female,Amit Verma
699,493,Sports,88.8,3.5,2025-01-29 10:38:50.322218,4,29,42,Male,Deepika Iyer
133,434,Books,462.69,3.0,2024-07-18 10:38:50.322230,2,39,39,Male,Priya Singh
888,55,Electronics,436.92,4.7,2025-01-02 10:38:50.322241,7,28,25,Male,Kiran Verma
633,453,Home Decor,187.27,3.0,2024-12-27 10:38:50.322251,6,48,23,Female,Suresh Reddy
71,204,Electronics,327.6,2.2,2024-06-15 10:38:50.322258,1,22,55,Male,Deepika Nair
445,170,Beauty,28.58,3.0,2024-03-15 10:38:50.322265,1,24,28,Female,Suresh Gupta
572,224,Sports,320.69,3.2,2024-12-01 10:38:50.322272,10,48,54,Female,Priya Reddy
461,120,Books,430.59,4.4,2024-05-30 10:38:50.322285,1,38,41,Male,Deepika Singh
573,147,Sports,371.68,1.8,2024-05-26 10:38:50.322291,4,19,47,Female,Priya Iyer
350,98,Books,334.66,3.3,2024-03-28 10:38:50.322298,6,36,47,Other,Vikram Patel
399,178,Beauty,283.02,1.5,2024-09-26 10:38:50.322304,6,7,34,Female,Vikram Patel
581,16,Home Decor,374.53,2.1,2024-06-11 10:38:50.322312,4,49,59,Male,Sneha Gupta
859,36,Electronics,71.06,1.0,2024-06-29 10:38:50.322327,8,11,33,Other,Priya Patel
541,5,Beauty,195.28,3.7,2024-09-07 10:38:50.322335,4,25,59,Female,Priya Verma
843,47,Books,287.21,2.4,2024-10-14 10:38:50.322345,0,14,20,Male,Rahul Nair
194,200,Books,360.65,2.8,2024-04-07 10:38:50.322357,4,21,33,Male,Priya Das
657,234,Clothing,345.05,4.9,2024-10-01 10:38:50.322366,5,37,46,Female,Pooja Iyer
50,343,Sports,174.18,3.2,2024-08-29 10:38:50.322373,3,41,29,Male,Pooja Bose
631,141,Electronics,424.12,1.4,2024-12-05 10:38:50.322379,5,36,42,Male,Deepika Verma
634,123,Books,249.54,1.2,2024-09-30 10:38:50.322385,3,37,43,Male,Suresh Verma
370,12,Beauty,144.31,1.6,2024-03-20 10:38:50.322391,2,40,37,Female,Rahul Singh
